id	coin_name	current_price	symbol	currency	price	price_change_24h	marketcap	volume_24h	last_updated	volume_spike	date_added	exchange_id
2808	Movement	0.161416966805	MOVE	USD	0.161416966805	2.26865923	419684113.6938	76109766.7645	2025-07-19 20:40:00	NULL	2024-07-29 03:27:27	1
2809	NFPrompt	0.082758462487	NFP	USD	0.082758462487	6.67121039	39127903.9144	7853790.5750	2025-07-19 20:41:00	NULL	2023-12-27 10:19:02	1
2810	MANTRA	0.233725737456	OM	USD	0.233725737456	4.21538432	230586918.8087	42233890.3964	2025-07-19 20:41:00	NULL	2020-08-11 00:00:00	1
2811	Omni Network	2.639750992700	OMNI	USD	2.639750992700	2.73107740	90988226.3561	18774704.7509	2025-07-19 20:40:00	NULL	2024-04-18 00:30:00	1
2812	Pixels	0.043122211200	PIXEL	USD	0.043122211200	3.83011857	128537568.8840	15405179.0893	2025-07-19 20:41:00	NULL	2024-02-19 09:43:44	1
2813	Polymesh	0.157908036907	POLYX	USD	0.157908036907	3.51328186	154889599.6580	11681430.2905	2025-07-19 20:40:00	NULL	2022-05-30 12:38:57	1
2814	Marlin	0.008908694637	POND	USD	0.008908694637	2.15504879	73004981.0025	2750428.1576	2025-07-19 20:40:00	NULL	2020-12-22 00:00:00	1
2815	Ponke	0.162228734823	PONKE	USD	0.162228734823	4.69030207	90125236.9220	7812750.0490	2025-07-19 20:40:00	NULL	2024-01-23 14:25:13	1
2816	Echelon Prime	2.497501795500	PRIME	USD	2.497501795500	2.41047932	89345232.1294	4627260.5667	2025-07-19 20:41:00	NULL	2023-03-01 16:41:56	1
2817	Quant	113.778907396179	QNT	USD	113.778907396179	1.67088199	1373622938.9203	25182586.8648	2025-07-19 20:41:00	NULL	2018-08-10 00:00:00	1
2818	SuperRare	0.061176818153	RARE	USD	0.061176818153	1.81380390	50426408.2524	17069543.9451	2025-07-19 20:40:00	NULL	2021-08-17 00:00:00	1
2819	Render	4.193960440710	RENDER	USD	4.193960440710	6.41291338	2173011560.6158	74625096.0986	2025-07-19 20:41:00	NULL	2020-06-11 00:00:00	1
2820	iExec RLC	1.142875256978	RLC	USD	1.142875256978	2.55826593	82724223.2208	5109564.2422	2025-07-19 20:41:00	NULL	2017-04-20 00:00:00	1
2821	Saga	0.297305190196	SAGA	USD	0.297305190196	5.47556961	80391772.6571	21377406.4482	2025-07-19 20:40:00	NULL	2024-04-04 06:12:54	1
2822	Sei	0.353417182096	SEI	USD	0.353417182096	3.32627923	2043389426.6744	179440244.6377	2025-07-19 20:40:00	NULL	2023-08-14 07:35:00	1
2823	SafePal	0.516659189226	SFP	USD	0.516659189226	-1.97672072	258329594.6131	5925902.7564	2025-07-19 20:41:00	NULL	2020-12-28 00:00:00	1
2824	MyShell	0.167357452358	SHELL	USD	0.167357452358	2.14670455	49230983.9021	14463174.2302	2025-07-19 20:41:00	NULL	2025-02-12 03:34:17	1
2825	Smooth Love Potion	0.001592364209	SLP	USD	0.001592364209	3.47185842	57283961.0629	4763549.5146	2025-07-19 20:41:00	NULL	2020-07-08 00:00:00	1
2826	Synthetix	0.717151343749	SNX	USD	0.717151343749	5.85464932	246317259.0526	26122371.2118	2025-07-19 20:40:00	NULL	2018-03-14 00:00:00	1
2827	Sophon	0.034180189931	SOPH	USD	0.034180189931	1.48535888	68360379.8615	16439752.8451	2025-07-19 20:41:00	NULL	2024-07-04 07:13:52	1
2828	ssv.network	10.938077648628	SSV	USD	10.938077648628	5.37064310	146262031.4198	33012490.7367	2025-07-19 20:41:00	NULL	2021-10-22 05:12:07	1
2829	Starknet	0.141581530913	STRK	USD	0.141581530913	4.22025329	508877919.3187	41834737.7810	2025-07-19 20:40:00	NULL	2024-02-20 12:19:19	1
2830	Stacks	0.842230678767	STX	USD	0.842230678767	3.22749262	1336695928.3753	50197010.4584	2025-07-19 20:40:00	NULL	2019-10-28 00:00:00	1
2831	Sui	3.841010803403	SUI	USD	3.841010803403	4.13993192	13270750911.9918	1136568741.8657	2025-07-19 20:41:00	NULL	2022-07-12 08:03:11	1
2832	Swell Network	0.012979875606	SWELL	USD	0.012979875606	7.32564062	31465689.1741	9001782.0734	2025-07-19 20:40:00	NULL	2024-11-07 10:00:00	1
2833	TARS AI	0.079113399980	TAI	USD	0.079113399980	0.46230741	70584164.8587	5613441.4296	2025-07-19 20:41:00	NULL	2022-06-15 10:23:43	1
2834	Celestia	2.008178274788	TIA	USD	2.008178274788	5.33225137	1435696075.9984	124642521.0830	2025-07-19 20:40:00	NULL	2023-10-31 16:51:41	1
2835	TrueFi	0.033020359220	TRU	USD	0.033020359220	5.47768872	43895472.0581	8708617.5429	2025-07-19 20:41:00	NULL	2020-11-19 00:00:00	1
2836	Turbo	0.005480888887	TURBO	USD	0.005480888887	4.31377224	378181333.2162	51761287.9425	2025-07-19 20:40:00	NULL	2023-05-01 00:30:00	1
2837	Trust Wallet Token	0.833237117482	TWT	USD	0.833237117482	3.18965791	347168161.6752	9178572.4687	2025-07-19 20:41:00	NULL	2020-07-30 00:00:00	1
2838	xMoney	0.032731625443	UTK	USD	0.032731625443	2.38242191	23046734.9999	4389062.5499	2025-07-19 20:41:00	NULL	2017-12-29 00:00:00	1
2839	UXLINK	0.368044431894	UXLINK	USD	0.368044431894	2.56111703	176555868.5937	31030886.0457	2025-07-19 20:40:00	NULL	2024-07-17 06:14:06	1
2840	Vana	4.904720661498	VANA	USD	4.904720661498	1.57365707	147553616.3805	9647060.6815	2025-07-19 20:40:00	NULL	2024-12-13 12:20:10	1
2841	Walrus	0.434671970247	WAL	USD	0.434671970247	1.96119196	600209545.4373	18608209.2310	2025-07-19 20:41:00	NULL	2025-03-26 06:11:29	1
2842	Moonwell	0.041072626086	WELL	USD	0.041072626086	1.85158729	0.0000	1981107.0844	2025-07-19 20:41:00	NULL	2022-06-23 15:27:27	1
2843	ZetaChain	0.225654319579	ZETA	USD	0.225654319579	3.39817900	208998210.1152	13779308.7310	2025-07-19 20:41:00	NULL	2022-08-05 02:45:23	1
2844	0x Protocol	0.285047872889	ZRX	USD	0.285047872889	4.44487478	241833635.6202	33204620.4515	2025-07-19 20:41:00	NULL	2017-08-16 00:00:00	1
2845	1inch Network	0.319682356852	1INCH	USD	0.319682356852	2.70928175	445968370.2065	30565226.8753	2025-07-19 20:42:00	NULL	2020-12-25 00:00:00	1
2846	Aave	317.137529336634	AAVE	USD	317.137529336634	1.30848026	4820007145.3703	460957778.7123	2025-07-19 20:41:00	NULL	2020-10-02 00:00:00	1
2847	Aerodrome Finance	0.873752780092	AERO	USD	0.873752780092	-1.41887183	749722521.6656	38407671.5602	2025-07-19 20:42:00	NULL	2024-02-02 07:15:19	1
2848	Aevo	0.119034596224	AEVO	USD	0.119034596224	6.53685058	108465193.1840	31279439.4709	2025-07-19 20:42:00	NULL	2024-03-07 06:26:50	1
2849	MyNeighborAlice	0.483197315218	ALICE	USD	0.483197315218	3.00378348	48319731.5218	11200160.7985	2025-07-19 20:42:00	NULL	2021-03-10 00:00:00	1
2850	Stella	0.016137484389	ALPHA	USD	0.016137484389	5.36930092	15088547.9036	1796719.9304	2025-07-19 20:41:00	NULL	2020-09-29 00:00:00	1
2851	Amp	0.004086289000	AMP	USD	0.004086289000	0.68621374	344194717.6063	9128047.1340	2025-07-19 20:41:00	NULL	2020-09-08 00:00:00	1
2852	Animecoin	0.019016302117	ANIME	USD	0.019016302117	3.60590934	105323779.4478	24383670.7960	2025-07-19 20:42:00	NULL	2025-01-23 14:00:00	1
2853	ARPA	0.023619151476	ARPA	USD	0.023619151476	4.31928282	35891346.0476	9327393.6181	2025-07-19 20:42:00	NULL	2019-07-15 00:00:00	1
2854	Automata Network	0.055050032865	ATA	USD	0.055050032865	4.03749398	32357970.4732	5759364.0827	2025-07-19 20:42:00	NULL	2021-06-01 00:00:00	1
2855	AVA (Travala)	0.638793503183	AVA	USD	0.638793503183	2.35141445	43969604.9690	5894715.8620	2025-07-19 20:42:00	NULL	2018-05-28 00:00:00	1
2856	Band Protocol	0.729353101775	BAND	USD	0.729353101775	2.77681741	119294951.2399	6970512.6830	2025-07-19 20:42:00	NULL	2019-09-18 00:00:00	1
2857	Bitcoin Cash	517.295681711492	BCH	USD	517.295681711492	1.87895036	10293949666.4529	441621100.3867	2025-07-19 20:42:00	NULL	2017-07-23 00:00:00	1
2858	Biconomy	0.112387697205	BICO	USD	0.112387697205	1.85133720	108699170.0694	8520903.0659	2025-07-19 20:41:00	NULL	2021-12-01 10:12:17	1
2859	Blast	0.002710261791	BLAST	USD	0.002710261791	0.73751292	114271713.5462	7790117.6303	2025-07-19 20:41:00	NULL	2024-06-26 14:06:36	1
2860	BNB	734.726403845540	BNB	USD	734.726403845540	1.87428974	102339301458.5068	2197287960.5458	2025-07-19 20:42:00	NULL	2017-07-25 00:00:00	1
2861	Celer Network	0.009140535266	CELR	USD	0.009140535266	3.48351280	71144662.5412	5967689.8966	2025-07-19 20:42:00	NULL	2019-03-25 00:00:00	1
2862	Centrifuge	0.223524410061	CFG	USD	0.223524410061	7.68156535	125469707.1509	740523.1842	2025-07-19 20:42:00	NULL	2020-08-28 00:00:00	1
2863	Chiliz	0.043564176935	CHZ	USD	0.043564176935	3.87652631	423789467.7414	42601912.7391	2025-07-19 20:42:00	NULL	2019-07-01 00:00:00	1
2864	Core	0.544783493313	CORE	USD	0.544783493313	0.99918253	548027677.1662	16435249.1119	2025-07-19 20:42:00	NULL	2023-02-08 12:26:11	1
2865	CoW Protocol	0.443789187220	COW	USD	0.443789187220	-0.48690117	218791134.6027	19983133.0030	2025-07-19 20:42:00	NULL	2022-04-01 08:42:05	1
2866	Creditcoin	0.744369052082	CTC	USD	0.744369052082	1.33190488	341975091.8827	9361270.7256	2025-07-19 20:41:00	NULL	2020-01-31 00:00:00	1
2867	Cartesi	0.076858546971	CTSI	USD	0.076858546971	3.53740431	67209668.8556	5821482.8638	2025-07-19 20:41:00	NULL	2020-04-23 00:00:00	1
2868	Cyber	1.745976195966	CYBER	USD	1.745976195966	4.41419337	79876111.5148	13572437.6521	2025-07-19 20:42:00	NULL	2023-08-15 13:00:00	1
2869	DigiByte	0.009343077751	DGB	USD	0.009343077751	0.48377935	166351566.1247	4443149.5618	2025-07-19 20:42:00	NULL	2014-02-06 00:00:00	1
2870	DIA	0.496406628591	DIA	USD	0.496406628591	13.50983342	59408011.3096	43419519.7125	2025-07-19 20:42:00	NULL	2020-08-04 00:00:00	1
2871	Dogecoin	0.242058739131	DOGE	USD	0.242058739131	5.91769937	36348643180.4482	4466830274.6058	2025-07-19 20:42:00	NULL	2013-12-15 00:00:00	1
2872	EURØP	1.163367894033	EUROP	USD	1.163367894033	-0.01235429	0.0000	5232.9993	2025-07-19 20:42:00	NULL	2025-06-10 10:00:03	1
2873	SynFutures	0.008772479673	F	USD	0.008772479673	-1.80776908	18602634.2091	7057681.1180	2025-07-19 20:41:00	NULL	2024-12-06 10:15:16	1
2874	FTX Token	1.074059207874	FTT	USD	1.074059207874	17.63646706	353252814.6754	73782279.8662	2025-07-19 20:42:00	NULL	2019-07-31 00:00:00	1
2875	Aavegotchi	0.506075038847	GHST	USD	0.506075038847	2.56100254	26694345.5485	4224100.1845	2025-07-19 20:42:00	NULL	2020-09-14 00:00:00	1
2876	Moonbeam	0.080163240001	GLMR	USD	0.080163240001	4.37769129	79705073.1757	8049114.3640	2025-07-19 20:41:00	NULL	2022-01-11 12:55:50	1
2877	The Graph	0.109952998425	GRT	USD	0.109952998425	4.94358803	1088558651.1945	52057302.9972	2025-07-19 20:42:00	NULL	2020-12-17 00:00:00	1
2878	Hashflow	0.079991085939	HFT	USD	0.079991085939	3.42022711	47297914.5673	15048880.7059	2025-07-19 20:42:00	NULL	2022-10-31 07:02:20	1
2879	Hifi Finance	0.084076966299	HIFI	USD	0.084076966299	-0.52784568	11923882.8290	8152715.3280	2025-07-19 20:42:00	NULL	2018-07-05 00:00:00	1
2880	Hivemapper	0.023965897295	HONEY	USD	0.023965897295	5.38581607	108387517.9611	925544.4546	2025-07-19 20:42:00	NULL	2022-12-03 13:01:09	1
2881	Impossible Cloud Network	0.238038509934	ICNT	USD	0.238038509934	5.33456049	39806266.4245	8876361.4909	2025-07-19 20:42:00	NULL	2025-07-02 03:41:23	1
2882	IDEX	0.020673282091	IDEX	USD	0.020673282091	8.18608322	19837837.7540	5083141.2067	2025-07-19 20:42:00	NULL	2019-05-09 00:00:00	1
2883	Illuvium	13.664488360533	ILV	USD	13.664488360533	4.08558316	80848402.0026	10468763.5319	2025-07-19 20:42:00	NULL	2021-03-08 00:00:00	1
2884	IOST	0.003831171577	IOST	USD	0.003831171577	6.93454387	102620944.5292	29095588.9136	2025-07-19 20:42:00	NULL	2018-01-16 00:00:00	1
2885	JasmyCoin	0.017096542779	JASMY	USD	0.017096542779	3.83766186	845338552.1655	42462291.6575	2025-07-19 20:42:00	NULL	2021-02-11 00:00:00	1
2886	Kaspa	0.094340793562	KAS	USD	0.094340793562	3.85922885	2497027761.3345	73491786.9361	2025-07-19 20:42:00	NULL	2022-06-01 00:03:58	1
2887	Lista DAO	0.269249111040	LISTA	USD	0.269249111040	2.49199510	57847893.0659	9720899.4334	2025-07-19 20:41:00	NULL	2022-08-23 12:33:20	1
2888	Liquity	1.322631583207	LQTY	USD	1.322631583207	2.62582595	125730492.6087	20340941.5957	2025-07-19 20:41:00	NULL	2020-10-16 00:00:00	1
2889	Loopring	0.095721805129	LRC	USD	0.095721805129	4.63927644	130859212.7584	21504269.7864	2025-07-19 20:42:00	NULL	2017-08-30 00:00:00	1
2890	Lisk	0.464519449253	LSK	USD	0.464519449253	2.35718440	91286241.9173	4378686.2041	2025-07-19 20:41:00	NULL	2016-04-06 00:00:00	1
2891	Litecoin	112.485410978342	LTC	USD	112.485410978342	11.82906995	8559273860.8989	1221238469.7236	2025-07-19 20:42:00	NULL	2013-04-28 00:00:00	1
2892	Lumia	0.320772726225	LUMIA	USD	0.320772726225	4.80173663	40685306.5861	4479023.3668	2025-07-19 20:41:00	NULL	2024-10-17 03:48:13	1
2893	MOBOX	0.064543187761	MBOX	USD	0.064543187761	2.33393116	32292406.9289	11149026.1028	2025-07-19 20:41:00	NULL	2021-04-08 00:00:00	1
2894	Measurable Data Token	0.016924491638	MDT	USD	0.016924491638	3.47312339	11443613.7041	3165811.1495	2025-07-19 20:42:00	NULL	2018-01-09 00:00:00	1
2895	Enzyme	8.228777850549	MLN	USD	8.228777850549	6.25926847	24617820.7121	17104816.7719	2025-07-19 20:42:00	NULL	2017-02-21 00:00:00	1
2896	Moo Deng (moodengsol.com)	0.188584213578	MOODENG	USD	0.188584213578	5.03601050	186693051.7024	51899121.5003	2025-07-19 20:42:00	NULL	2024-09-21 02:09:39	1
2897	Morpho	2.026917738364	MORPHO	USD	2.026917738364	-0.55251863	649178649.7605	30226554.1947	2025-07-19 20:42:00	NULL	2024-11-21 10:30:00	1
2898	Neo	7.168572980629	NEO	USD	7.168572980629	6.14300704	505662757.9917	40544498.3967	2025-07-19 20:42:00	NULL	2016-09-08 00:00:00	1
2899	NKN	0.029729975195	NKN	USD	0.029729975195	3.83871942	23491717.6691	5319902.7178	2025-07-19 20:42:00	NULL	2018-05-28 00:00:00	1
2900	Numeraire	8.923590231154	NMR	USD	8.923590231154	4.99775443	68105170.9679	17706587.1191	2025-07-19 20:42:00	NULL	2017-06-23 00:00:00	1
2901	Nosana	0.618352458613	NOS	USD	0.618352458613	3.57359447	29803144.6522	527357.9981	2025-07-19 20:40:00	NULL	2021-12-29 12:29:11	1
2902	Non-Playable Coin	0.025026163403	NPC	USD	0.025026163403	4.24783071	187592538.2847	6927224.3170	2025-07-19 20:41:00	NULL	2023-08-31 13:35:42	1
2903	Ontology	0.155336661909	ONT	USD	0.155336661909	3.11104946	142086111.7618	8223397.7706	2025-07-19 20:42:00	NULL	2018-03-08 00:00:00	1
2904	Orca	2.451991956176	ORCA	USD	2.451991956176	1.63989595	147014724.2312	12612061.0659	2025-07-19 20:42:00	NULL	2021-08-05 00:00:00	1
2905	ORDI	10.537998593327	ORDI	USD	10.537998593327	4.60072198	221297970.4599	63427754.7093	2025-07-19 20:42:00	NULL	2023-05-08 05:51:24	1
2906	Osmosis	0.191490658585	OSMO	USD	0.191490658585	2.95228555	141144191.2274	6610145.6047	2025-07-19 20:41:00	NULL	2021-09-30 16:58:27	1
2907	Orchid	0.060933840311	OXT	USD	0.060933840311	2.33083628	60764117.2902	3900126.7060	2025-07-19 20:40:00	NULL	2019-12-16 00:00:00	1
2908	peaq	0.079544284098	PEAQ	USD	0.079544284098	2.54785675	83732675.1068	91609246.0834	2025-07-19 20:40:00	NULL	2021-11-16 05:26:17	1
2909	Pepe	0.000013340860	PEPE	USD	0.000013340860	4.61175326	5612364913.2457	1051360349.4254	2025-07-19 20:42:00	NULL	2023-04-17 06:18:08	1
2910	Peanut the Squirrel	0.285110647892	PNUT	USD	0.285110647892	5.36989632	285068476.6689	131570213.3722	2025-07-19 20:42:00	NULL	2024-11-04 02:00:00	1
2911	Polkastarter	0.197466546674	POLS	USD	0.197466546674	-2.50666370	19590583.4160	859556.9626	2025-07-19 20:42:00	NULL	2020-09-28 00:00:00	1
2912	Powerledger	0.184284578319	POWR	USD	0.184284578319	1.61612251	104628720.3308	5671495.5693	2025-07-19 20:42:00	NULL	2017-11-01 00:00:00	1
2913	Puffer	0.205718133179	PUFFER	USD	0.205718133179	2.04212894	36195921.4152	14176275.9187	2025-07-19 20:42:00	NULL	2024-08-05 03:39:24	1
2914	Raydium	2.797253582039	RAY	USD	2.797253582039	3.02051837	748165925.5579	53773553.9532	2025-07-19 20:42:00	NULL	2021-02-19 00:00:00	1
2915	RedStone	0.345140169244	RED	USD	0.345140169244	1.87178614	96639247.3883	7087531.9046	2025-07-19 20:42:00	NULL	2022-09-05 10:28:27	1
2916	Request	0.142822377049	REQ	USD	0.142822377049	2.66693481	117713961.4915	3064140.8361	2025-07-19 20:42:00	NULL	2017-10-20 00:00:00	1
2917	Renzo	0.013284132367	REZ	USD	0.013284132367	5.13727247	43399124.8219	16154458.9797	2025-07-19 20:42:00	NULL	2024-04-23 11:11:39	1
2918	Ronin	0.572017407655	RON	USD	0.572017407655	2.74825215	377096577.3324	5744556.7628	2025-07-19 20:41:00	NULL	2021-11-08 17:57:40	1
2919	THORChain	1.660724041232	RUNE	USD	1.660724041232	5.13266659	583652400.0592	94445428.5258	2025-07-19 20:41:00	NULL	2019-07-23 00:00:00	1
2920	Ravencoin	0.015055618771	RVN	USD	0.015055618771	2.60053416	231578852.4304	18799197.1685	2025-07-19 20:42:00	NULL	2018-03-10 00:00:00	1
2921	Sonic	0.384246195699	S	USD	0.384246195699	3.62010839	1106629043.6122	93289053.6437	2025-07-19 20:42:00	NULL	2025-01-03 14:11:26	1
2922	Safe	0.500648022188	SAFE	USD	0.500648022188	3.48432598	303909132.8975	12543745.1020	2025-07-19 20:41:00	NULL	2024-04-22 21:43:00	1
2923	Spark	0.037212364727	SPK	USD	0.037212364727	3.09169904	37802432.0946	146089843.7851	2025-07-19 20:42:00	NULL	2025-05-21 08:03:34	1
2924	Stargate Finance	0.173734353030	STG	USD	0.173734353030	1.76915293	35500602.7557	4674368.1059	2025-07-19 20:41:00	NULL	2022-03-18 04:06:21	1
2925	SuperVerse	0.848879720955	SUPER	USD	0.848879720955	3.59470237	517883931.0182	21239045.5262	2025-07-19 20:42:00	NULL	2021-01-20 00:00:00	1
2926	SWEAT	0.002424293960	SWEAT	USD	0.002424293960	2.36047036	17322699.5007	3507751.1208	2025-07-19 20:42:00	NULL	2022-09-13 08:15:37	1
2927	Space and Time	0.083588669293	SXT	USD	0.083588669293	-2.23522689	117024137.0098	26988242.1302	2025-07-19 20:42:00	NULL	2025-05-02 07:29:58	1
2928	Maple Finance	0.425680177783	SYRUP	USD	0.425680177783	4.09242193	507529985.4035	36820110.2344	2025-07-19 20:40:00	NULL	2024-11-06 06:16:40	1
2929	Bittensor	416.078328702078	TAO	USD	416.078328702078	3.82486074	3926866131.0161	122460246.2478	2025-07-19 20:42:00	NULL	2023-03-06 05:20:00	1
2930	OriginTrail	0.422478052554	TRAC	USD	0.422478052554	2.06084070	211238180.3080	2187422.0946	2025-07-19 20:42:00	NULL	2018-01-25 00:00:00	1
2931	OFFICIAL TRUMP	10.133516204593	TRUMP	USD	10.133516204593	2.95656873	2026696283.3139	389156907.7720	2025-07-19 20:41:00	NULL	2025-01-18 04:19:35	1
2932	UMA	1.255217880593	UMA	USD	1.255217880593	3.46396030	110853409.2157	17074336.6382	2025-07-19 20:40:00	NULL	2020-05-25 00:00:00	1
2933	USDC	0.999867225595	USDC	USD	0.999867225595	-0.01024566	64739865033.5359	12738484744.5175	2025-07-19 20:41:00	NULL	2018-10-08 00:00:00	1
2934	Vanar Chain	0.036951716461	VANRY	USD	0.036951716461	5.37067303	71540927.9236	10272879.0746	2025-07-19 20:42:00	NULL	2020-12-16 00:00:00	1
2935	Verasity	0.001355364457	VRA	USD	0.001355364457	0.25380504	13044511.8280	6654661.5278	2025-07-19 20:42:00	NULL	2019-04-03 00:00:00	1
2936	Wormhole	0.090384610472	W	USD	0.090384610472	4.57623752	422637626.7323	44115812.9228	2025-07-19 20:42:00	NULL	2024-03-29 04:25:44	1
2937	XDC Network	0.091699197502	XDC	USD	0.091699197502	10.27239470	1487605153.4263	68189633.4625	2025-07-19 20:42:00	NULL	2018-04-12 00:00:00	1
2938	XRP	3.436357227791	XRP	USD	3.436357227791	1.80435312	203371146077.7937	7259815587.5121	2025-07-19 20:42:00	NULL	2013-08-04 00:00:00	1
2939	Tezos	1.042228117415	XTZ	USD	1.042228117415	52.34306330	1095841840.1297	653899512.7989	2025-07-19 20:42:00	NULL	2017-10-06 00:00:00	1
2940	Verge	0.007413824697	XVG	USD	0.007413824697	7.09577221	122490850.1095	8350145.5275	2025-07-19 20:41:00	NULL	2014-10-25 00:00:00	1
2941	XYO	0.011335550465	XYO	USD	0.011335550465	0.27119173	152766353.5647	9128848.1667	2025-07-19 20:42:00	NULL	2018-05-22 00:00:00	1
2942	Zilliqa	0.013204234337	ZIL	USD	0.013204234337	3.64828546	257305773.5392	20902923.4746	2025-07-19 20:42:00	NULL	2018-01-25 00:00:00	1
2943	AdEx	0.101755330026	ADX	USD	0.101755330026	1.74138423	15049613.3108	5725897.2217	2025-07-19 20:42:00	NULL	2017-07-01 00:00:00	1
2944	Delysium	0.059066462745	AGI	USD	0.059066462745	-3.04858657	84796316.5032	18830183.6923	2025-07-19 20:41:00	NULL	2023-04-11 12:43:21	1
2945	Algorand	0.292190990745	ALGO	USD	0.292190990745	-0.10169361	2535278713.9114	158416652.3588	2025-07-19 20:42:00	NULL	2019-06-20 00:00:00	1
2946	Altlayer	0.035734052954	ALT	USD	0.035734052954	3.52235477	134186658.0845	33682908.3068	2025-07-19 20:42:00	NULL	2024-01-17 12:59:16	1
2947	Ankr	0.017840861212	ANKR	USD	0.017840861212	1.87583641	178408612.1171	13311349.4432	2025-07-19 20:42:00	NULL	2019-03-06 00:00:00	1
2948	API3	0.751615225105	API3	USD	0.751615225105	2.17359254	64956074.4484	14349295.1829	2025-07-19 20:42:00	NULL	2020-11-21 00:00:00	1
2949	Arweave	7.468237987040	AR	USD	7.468237987040	2.80377805	490308240.5240	42134112.1012	2025-07-19 20:42:00	NULL	2020-05-27 00:00:00	1
2950	Arkham	0.580194426470	ARKM	USD	0.580194426470	5.04594265	130601765.3984	68661122.2020	2025-07-19 20:42:00	NULL	2023-07-18 00:20:00	1
2951	Audius	0.070529373955	AUDIO	USD	0.070529373955	5.92733647	94556710.0786	17994340.6572	2025-07-19 20:41:00	NULL	2020-10-20 00:00:00	1
2952	Axelar	0.376853268599	AXL	USD	0.376853268599	2.42667215	378178464.0305	8912921.5084	2025-07-19 20:42:00	NULL	2022-02-02 02:48:14	1
2953	Beam	0.007473773949	BEAM	USD	0.007473773949	3.30236356	369697733.2932	12534360.8224	2025-07-19 20:42:00	NULL	2021-10-29 04:07:32	1
2954	Big Time	0.061655373812	BIGTIME	USD	0.061655373812	2.44259087	120292812.9489	18172310.2719	2025-07-19 20:42:00	NULL	2023-10-11 04:56:06	1
2955	Bancor	0.783205954556	BNT	USD	0.783205954556	2.70976555	90216007.1773	7352700.8423	2025-07-19 20:42:00	NULL	2017-06-18 00:00:00	1
2956	BitTorrent [New]	0.000000717770	BTT	USD	0.000000717770	0.88391875	707764666.2415	15831629.7247	2025-07-19 20:42:00	NULL	2019-01-31 00:00:00	1
2957	Cetus Protocol	0.117752184286	CETUS	USD	0.117752184286	3.57159540	96676249.7631	15695010.1862	2025-07-19 20:42:00	NULL	2023-05-09 13:55:38	1
2958	Conflux	0.106470640056	CFX	USD	0.106470640056	4.60272202	544008925.6487	32414877.0171	2025-07-19 20:41:00	NULL	2020-11-11 00:00:00	1
2959	Nervos Network	0.004426098691	CKB	USD	0.004426098691	1.19824435	207626235.9777	8566811.6523	2025-07-19 20:41:00	NULL	2019-11-19 00:00:00	1
2960	Compound	51.695150525629	COMP	USD	51.695150525629	2.19823392	485523924.5401	69962943.1064	2025-07-19 20:42:00	NULL	2020-06-16 00:00:00	1
2961	Contentos	0.003555650323	COS	USD	0.003555650323	1.09750763	18405677.3140	1776117.9442	2025-07-19 20:42:00	NULL	2019-06-20 00:00:00	1
2962	Curve DAO Token	0.977525763505	CRV	USD	0.977525763505	6.12118297	1332526343.5622	375912327.0862	2025-07-19 20:42:00	NULL	2020-08-14 00:00:00	1
2963	Casper	0.012440362431	CSPR	USD	0.012440362431	4.26232366	164898090.0705	5679776.2767	2025-07-19 20:42:00	NULL	2020-07-21 00:00:00	1
2964	DAR Open Network	0.039159560734	D	USD	0.039159560734	8.01724233	25370477.0322	12249870.0516	2025-07-19 20:42:00	NULL	2021-08-24 00:00:00	1
2965	district0x	0.029856659464	DNT	USD	0.029856659464	1.70519070	29856659.4641	105438.3951	2025-07-19 20:42:00	NULL	2017-08-03 00:00:00	1
2966	Dymension	0.295245625010	DYM	USD	0.295245625010	4.14625272	97368340.1775	10453270.8102	2025-07-19 20:42:00	NULL	2024-02-06 10:00:00	1
2967	Open Campus	0.155839953905	EDU	USD	0.155839953905	2.48892675	64005960.1706	5128076.7662	2025-07-19 20:42:00	NULL	2023-04-21 08:06:26	1
2968	MultiversX	17.107361183217	EGLD	USD	17.107361183217	4.51450294	486705101.5650	16991238.6358	2025-07-19 20:42:00	NULL	2020-09-04 00:00:00	1
2969	EigenLayer	1.537744913298	EIGEN	USD	1.537744913298	6.09761939	484607310.7592	85937901.9702	2025-07-19 20:42:00	NULL	2024-07-04 15:49:12	1
2970	Ethena	0.416948707095	ENA	USD	0.416948707095	9.49676822	2649578737.1154	321373288.7541	2025-07-19 20:41:00	NULL	2024-03-29 04:42:08	1
2971	Enjin Coin	0.083278843569	ENJ	USD	0.083278843569	3.89632452	155065625.8532	13930718.8358	2025-07-19 20:41:00	NULL	2017-11-01 00:00:00	1
2972	Ethereum Name Service	27.865025941314	ENS	USD	27.865025941314	2.38543237	1018779032.4439	159564439.3117	2025-07-19 20:42:00	NULL	2021-11-09 01:31:29	1
2973	Epic Chain	1.883881506565	EPIC	USD	1.883881506565	-24.14526980	56516444.8070	321874184.9204	2025-07-19 20:42:00	NULL	2021-02-28 00:00:00	1
2974	ether.fi	1.295343720686	ETHFI	USD	1.295343720686	4.62181354	543898642.9964	126467821.8041	2025-07-19 20:42:00	NULL	2024-03-13 06:06:39	1
2975	Fartcoin	1.443388922635	FARTCOIN	USD	1.443388922635	9.08683512	1443386405.3644	182094718.2789	2025-07-19 20:42:00	NULL	2024-10-23 17:42:55	1
