symbol,name,slug,date_added,age_hours,price,market_cap,volume_24h,percent_change_24h,percent_change_1h,percent_change_7d,exchange
SAHARA,Sahara AI,sahara-ai,2025-06-26T12:00:00.000Z,367.95,0.07980117561967451,162794398.264136,165176198.17741898,3.61197891,0.65543729,-2.70431814,binance
NEWT,Newton Protocol,newton-protocol,2025-06-19T01:54:19.000Z,546.05,0.33630785437746546,72306188.69115508,89754954.44734396,2.82103205,0.57174613,-2.04448418,binance
MASK,catwifmask,catwifmask,2025-06-12T15:45:24.000Z,700.19,0.008033710498515922,8031876.635386716,7461338.84279565,-14.46989612,-0.08862689,9.0733024,binance
RESOLV,Resolv,resolv,2025-06-04T08:26:04.000Z,899.52,0.19630517118086913,30574530.411420368,446897470.94426507,35.78145263,-2.44795741,39.13494451,binance
A,Vaulta,vaulta,2025-05-28T09:48:03.000Z,1066.15,0.5553132429631867,875856631.573279,87439649.66738676,4.334744,0.91701053,15.83976143,binance
HUMA,Huma Finance,huma-finance,2025-05-26T11:00:00.000Z,1112.95,0.04136340727499457,71696572.59620278,114837488.98186447,6.35147025,0.55656222,32.31926128,binance
SPK,Spark,spark,2025-05-21T08:03:34.000Z,1235.89,0.03518212406489924,34356775.35280497,96368413.31279387,7.95824153,0.73855999,12.81908374,binance
LA,Lagrange,lagrange,2025-05-15T07:24:08.000Z,1380.55,0.39356993875256807,75958998.17924564,173713737.09384525,-4.74666766,-0.33207162,-20.89535723,binance
SXT,Space and Time,space-and-time,2025-05-02T07:29:58.000Z,1692.45,0.08517598101778788,119246373.42490304,42714901.30869556,1.24423678,0.63179762,23.33162187,binance
HAEDAL,Haedal Protocol,haedal-protocol,2025-04-29T10:59:51.000Z,1760.95,0.1654800615219524,35164513.073414885,104142717.87270425,5.47613011,1.28178593,37.72824631,binance
SIGN,Sign,sign,2025-04-25T14:19:12.000Z,1853.63,0.07486236827458083,89834841.92949699,36114546.55720493,9.80374888,-0.29165213,14.86411598,binance
INIT,Initia,initia,2025-04-17T09:02:11.000Z,2050.91,0.5124753821088948,81647737.02505611,270011486.06529903,17.98686373,2.53237709,26.68889269,binance
HYPER,Hyperlane,hyperlane,2025-04-16T09:27:48.000Z,2074.49,0.529003087324084,92681340.8991795,2043690358.0729876,10.38926043,-2.50597475,415.99703538,binance
