symbol,name,slug,date_added,age_hours,price,market_cap,volume_24h,percent_change_24h,percent_change_1h,percent_change_7d,exchange
ALT,Altcoin,altcoin-ethereum,2025-07-10T13:11:58.000Z,29.7,1.22865454464e-13,0.0,75337.48246008,-70.81571781,-12.75705334,-51.63669629,binance
ALT,Altcoin,altcoin-fun,2025-07-08T14:06:47.000Z,76.78,0.07031143912212366,0.0,18791305.80663857,24.58367745,-0.03200732,350.10437676,binance
SAHARA,Sahara AI,sahara-ai,2025-06-26T12:00:00.000Z,366.9,0.0792354506643331,161640319.35523954,167089365.33091336,3.35731474,-0.3391557,-3.64821328,binance
TRUMP,Mubarak Trump,mubarak-trump,2025-06-19T08:16:44.000Z,538.62,1.6070110776782777e-05,0.0,50765.91675464,-37.04755041,39.24765941,492.74872546,binance
NEWT,Newton Protocol,newton-protocol,2025-06-19T01:54:19.000Z,544.99,0.33428235776073884,71870706.91855885,90168925.07657938,2.93880437,-0.3108019,-1.45629528,binance
MASK,catwifmask,catwifmask,2025-06-12T15:45:24.000Z,699.14,0.008033728632203124,8031894.764934522,7395247.92055115,-6.67273591,-5.87827691,10.19094242,binance
RESOLV,Resolv,resolv,2025-06-04T08:26:04.000Z,898.46,0.20128089263208504,31349499.027447246,439967063.9615664,39.39468996,4.92462107,41.19789007,binance
D,D,d,2025-05-29T07:57:20.000Z,1042.94,2.9383827098007074e-05,0.0,187669.02575635,37.21279044,-0.47616314,2002.84732579,binance
A,Vaulta,vaulta,2025-05-28T09:48:03.000Z,1065.1,0.550097305245322,867629898.8274729,87392225.92322983,4.2207425,-0.90305665,15.16740072,binance
HUMA,Huma Finance,huma-finance,2025-05-26T11:00:00.000Z,1111.9,0.04113470327075627,71300152.32226597,121037320.5082641,8.74822409,-0.07074293,30.6082894,binance
SPK,Spark,spark,2025-05-21T08:03:34.000Z,1234.84,0.03494328312442462,34123348.76468968,96767629.98196118,9.20481032,1.20895389,12.89841398,binance
TURBO,TURBO BOME,turbo-bome,2025-05-20T06:36:03.000Z,1260.3,2.014430246007895e-05,0.0,287732.85276484,-34.89943416,-26.35909072,233.62620095,binance
LA,Lagrange,lagrange,2025-05-15T07:24:08.000Z,1379.49,0.3946570323361103,76168807.2408693,179192076.8243911,-5.55156971,0.23358511,-20.92586449,binance
HYPER,Hyperpigmentation,hyperpigmentation,2025-05-06T10:13:57.000Z,1592.66,0.01178314225652707,11743627.47188425,97937.37709265,-3.00996035,0.67245154,-22.59833445,binance
RED,RED,redfuture,2025-05-06T07:51:49.000Z,1595.03,1489.4055490923215,0.0,24706.88883084,0.85676939,-0.08128381,-0.03528439,binance
