Exchange,Name,Symbol,Price USD,24h Change %,Volume,Market Cap,Listing Date,Age Hours
CoinMarketCap,Causecoin,CAUSE,0.17619517064911605,1.83312384,108311.50426368,0.0,2025-06-12T06:37:34,87.1831641725
CoinMarketCap,Agent Virtual Machine,AVM,0.32133677402782806,26.97466826,1582562.71473259,16195373.411002535,2025-06-12T06:04:17,87.73788639472222
CoinMarketCap,Lumera Health,LUR,5.961427077961052,-0.26096554,0.0,0.0,2025-06-12T04:13:30,89.5842752836111
CoinMarketCap,Torch of Liberty,LIBERTY,0.04288112645601795,-0.27990389,102862212.59285147,0.0,2025-06-11T16:04:42,101.73094195027778
CoinMarketCap,CryBaby,CRYBB,0.009034595458757415,23.73873997,4081054.97073021,0.0,2025-06-11T15:35:03,102.22510861694444
CoinMarketCap,Happy Trump Birthday,HTB,1.605814790565e-12,-7.51628413,0.0,0.0,2025-06-11T15:06:10,102.70649750583333
CoinMarketCap,OBVIOUS COIN,OBVIOUS,0.00040861186113820563,-28.59604279,365675.58984693,0.0,2025-06-11T14:54:30,102.90094195027777
CoinMarketCap,SharpLink Gaming,SBET,0.0005136491081175969,19.23415898,1591535.75939564,0.0,2025-06-11T14:45:22,103.05316417249999
CoinMarketCap,Tuki,TUKI,0.002884644220294044,2.21184358,220826.17343889,2884644.220294044,2025-06-11T14:34:35,103.23288639472221
CoinMarketCap,GoAsk,ASK,0.007667329074425797,40.35148935,129187.58267579,0.0,2025-06-11T14:23:04,103.42483083916666
CoinMarketCap,BankOfVector,BANK,0.0010956740526967225,-13.70666054,5969.79241648,0.0,2025-06-11T14:14:10,103.5731641725
CoinMarketCap,Favolo,FAV,0.00034733315302559465,5.15155871,72832.00574056,0.0,2025-06-11T14:11:15,103.62177528361111
CoinMarketCap,Army Eagle 250,EAGLE,0.002334825078375244,926.6539498,12719616.28775225,0.0,2025-06-11T13:58:59,103.82621972805555
CoinMarketCap,Advanced Mortgage & Reserve,AMR,0.5500277477544847,-2.63860291,3766739.22715322,0.0,2025-06-11T07:49:34,109.9831641725
CoinMarketCap,MEET48,IDOL,0.014899620044960706,-11.72833724,43712274.22413342,13445417.12857254,2025-06-11T07:41:35,110.11621972805555
CoinMarketCap,TeUSD,TEUSD,1.0001068929788375,-0.0155337,0.0,0.0,2025-06-11T07:39:38,110.14871972805555
CoinMarketCap,Queen Sherex,QSHX,0.0007891721545542796,1.77036625,214706.93819078,0.0,2025-06-11T07:35:44,110.21371972805555
CoinMarketCap,Imagen Network,IMAGE,0.026730666878884625,4.78147116,118296.77725861,0.0,2025-06-11T07:31:27,110.28510861694444
CoinMarketCap,LABUBU ETH,LABUBU,0.007140743749261101,26.59214393,476309.34277893,7140743.749261101,2025-06-10T13:33:06,128.25760861694445
CoinMarketCap,Luna The Panthera,LUNA,4.4628924067507795e-05,-30.19084414,51730.12622578,0.0,2025-06-10T13:32:01,128.2756641725
CoinMarketCap,EURØP,EUROP,1.1554487853440791,0.01120943,532.39602565,0.0,2025-06-10T10:00:03,131.80844195027777
CoinMarketCap,SALVIUM,SAL,0.10651257022187396,0.05258103,26382.05357763,0.0,2025-06-10T08:12:13,133.60566417249998
CoinMarketCap,CrappyBird,CRAPPY,0.002156551113878422,-8.24039155,207691.43330552,0.0,2025-06-10T07:49:08,133.9903863947222
CoinMarketCap,Canyont,CTYN,0.05832330507999708,1.8694305,11554.80283998,0.0,2025-06-10T07:44:37,134.0656641725
CoinMarketCap,The America Party,TAP,0.00022400931238145285,-40.44212221,40703.60225065,0.0,2025-06-10T07:41:44,134.11371972805554
CoinMarketCap,JPMorgan,JPMORGAN,9941.202837333834,1.4524226,0.0,0.0,2025-06-10T07:34:59,134.22621972805555
CoinMarketCap,Verse World,VERSE,0.18626744064876277,16.46744884,3109139.46755655,18626742.388469312,2025-06-10T01:28:21,140.3367752836111
CoinMarketCap,$PLATINUM,$PLAT,3.01657921834e-12,-70.67804278,92092.43330515,0.0,2025-06-09T16:55:00,148.89260861694444
CoinMarketCap,F,F,0.0009041404458050286,-7.30354097,495848.15094257,0.0,2025-06-09T14:11:49,151.61233083916667
CoinMarketCap,GPUnet,GPU,0.8382538588110158,-6.62752187,62018.39774527,0.0,2025-06-09T13:16:46,152.52983083916666
CoinMarketCap,Skate,SKATE,0.04624465360192311,28.62987904,38309283.7244733,6936698.040288467,2025-06-09T09:29:49,156.31233083916666
CoinMarketCap,Bulla,BULLA,0.1023132831476809,-0.15809106,115178996.87476526,0.0,2025-06-09T08:47:56,157.01038639472222
CoinMarketCap,Rollsroyce,ROLLSROYCE,6.457121019239916,0.12513788,6651.43677288,0.0,2025-06-09T08:24:24,157.40260861694443
CoinMarketCap,Patek,PATEK,6.526409917814331,-0.39009419,4247.95123641,0.0,2025-06-09T08:22:12,157.4392752836111
CoinMarketCap,Chanel,CHANEL,6.832678352336781,-0.23025688,6834.82204006,0.0,2025-06-09T08:18:42,157.49760861694443
CoinMarketCap,Shell,SHELL,6.443776266147232,-0.13846273,6580.29663983,0.0,2025-06-09T08:16:08,157.54038639472222
CoinMarketCap,Life,LIFE,6.768930662302046,-0.08483304,6749.21530256,0.0,2025-06-09T08:14:03,157.57510861694445
CoinMarketCap,Cartier,CARTIER,5.872392858199042,-0.46227732,6582.80875766,0.0,2025-06-09T07:59:17,157.82121972805555
CoinMarketCap,Beyond Gaming,BDG,0.0031649919888510868,0.48054719,7239399.72196351,0.0,2025-06-09T02:22:20,163.4370530613889
CoinMarketCap,StandX DUSD,DUSD,0.9999825365183094,-0.00396277,130940.230107,31119331.408971984,2025-06-08T02:53:21,186.92010861694445
CoinMarketCap,EGL1,EGL1,0.06042022677391858,26.94334047,149310323.01945075,0.0,2025-06-07T13:25:34,200.3831641725
CoinMarketCap,$SILVER,$SILVER,1.48996518665e-13,-6.66683204,1317.38449272,0.0,2025-06-06T16:02:15,221.7717752836111
CoinMarketCap,X Party,XPARTY,0.00012204175325554933,-14.90926341,1001.62047447,0.0,2025-06-06T16:00:00,221.8092752836111
CoinMarketCap,DaWae,DAWAE,3.695536581273108e-05,44.51751756,7338.18154605,0.0,2025-06-06T15:57:12,221.85594195027778
CoinMarketCap,Labubu,LABUBU,4.535599543922126e-07,-91.47879856,1180593.93246873,0.0,2025-06-06T09:53:56,227.91038639472222
CoinMarketCap,COINBASE,COIN,2.629018692208081,-96.46808757,532071.22923751,0.0,2025-06-06T09:45:24,228.05260861694444
CoinMarketCap,KILL BIG BEAUTIFUL BILL,KBBB,0.0005778214577590659,3.15087796,2603608.7774566,577820.6886787056,2025-06-06T09:33:18,228.25427528361112
CoinMarketCap,YETI,YETI,0.01248475273588062,7.50739331,103895.4754484,0.0,2025-06-06T08:35:00,229.2259419502778
CoinMarketCap,Yabba Dabba Doo!,YBDBD,0.00046194492045056835,-21.41202745,15818672.74315692,0.0,2025-06-06T07:59:05,229.82455306138888
CoinMarketCap,Birdei,BIRDEI,0.0006111428945854601,-7.48854638,183906.20958142,0.0,2025-06-06T07:03:07,230.75733083916666
CoinMarketCap,Ribbita by Virtuals,TIBBIR,0.11224470612800073,5.06872221,919109.61031106,112244706.12800074,2025-06-06T02:27:45,235.3467752836111
CoinMarketCap,Slim Beautiful Bill,SBB,7.8951321441e-14,-3.13283482,0.0,0.0,2025-06-05T17:46:23,244.03621972805556
CoinMarketCap,Happy Trump Birthday,HTB,9.658887923259991e-06,1.01456343,0.0,0.0,2025-06-05T17:13:20,244.58705306138887
CoinMarketCap,BURT,BURT,0.0015217321547240762,-18.31922488,94531.32007552,0.0,2025-06-05T16:30:33,245.30010861694444
CoinMarketCap,Multi Asset Investment Vehicle,MAIV,0.0028139050783422873,-11.71303393,229647.32230726,0.0,2025-06-05T11:34:35,250.23288639472221
CoinMarketCap,Crazy Frog,CRAZY,0.00020876252271781226,198.66471401,80533.32091844,0.0,2025-06-05T08:44:49,253.06233083916666
CoinMarketCap,Super Cycle,CYCLE,4.5069256757759434e-05,80.62077044,25201.07857919,0.0,2025-06-05T08:36:01,253.20899750583334
CoinMarketCap,dextoro,DTR,0.0037191673069223077,-16.10289766,380800.14754884,3719146.9110087967,2025-06-05T08:32:37,253.2656641725
CoinMarketCap,Bitradex Token,BTX,0.30575241799390224,-0.24327118,55126231.47069698,0.0,2025-06-05T07:52:37,253.93233083916667
CoinMarketCap,Shroomy Project,SHROOMY,0.0012072151150682847,0.60529928,25314.3048653,0.0,2025-06-05T07:27:22,254.3531641725
CoinMarketCap,Axelrod,AXR,8.268511179416775,270.18764114,2368159.55247107,0.0,2025-06-05T07:24:00,254.4092752836111
CoinMarketCap,Courage The Dog,CCDOG,0.0015424546370249993,-2.44355514,736670.72306428,0.0,2025-06-05T07:22:11,254.4395530613889
CoinMarketCap,Gremly,GREMLY,7.56330343763883e-10,4.67698815,7682.32178533,0.0,2025-06-05T07:19:54,254.47760861694445
CoinMarketCap,Hacash,HAC,0.6532872324561384,0.63394719,10090.51130644,0.0,2025-06-05T06:31:40,255.28149750583333
CoinMarketCap,Janitor,JANITOR,0.01477176042694961,-5.48392762,116274229.57683393,0.0,2025-06-04T13:49:27,271.98510861694444
CoinMarketCap,Fly.trade,FLY,0.10618885576680533,-7.27029669,846401.45458756,1389457.7099715231,2025-06-04T09:38:12,276.17260861694444
CoinMarketCap,Solana Jackpot,JACKPOT,1.0366634292869439e-05,0.0,0.0,0.0,2025-06-04T08:53:55,276.9106641725
CoinMarketCap,Zen AI,ZENAI,0.0013102206897343499,17.81275712,817311.80550599,0.0,2025-06-04T08:53:12,276.92260861694444
CoinMarketCap,[WARNING ⚠️ - Suspected honey pot] Der Daku,DAKU,1.0362797496973483e-06,0.0,0.0,0.0,2025-06-04T08:51:31,276.9506641725
CoinMarketCap,Resolv,RESOLV,0.2449039385350882,-1.17482029,79169409.78199708,38143788.42683999,2025-06-04T08:26:04,277.3748308391667
CoinMarketCap,NodeAI,NAIT,0.16910575551763934,-5.96716341,80265.02574367,0.0,2025-06-04T08:03:21,277.75344195027776
CoinMarketCap,Block,BLOCK,1.0076180566443667,6.70021041,2488098.19384314,0.0,2025-06-04T07:59:19,277.8206641725
CoinMarketCap,Kori The Pom,KORI,0.004727278004824493,60.4548529,1312193.24972729,0.0,2025-06-04T07:56:19,277.87066417249997
CoinMarketCap,Global Entertainment Token,GET,0.012286009016590748,-2.54281094,192543.86422044,0.0,2025-06-04T07:53:56,277.9103863947222
CoinMarketCap,R0AR,1R0R,0.024559666197420848,1.11491621,0.0,0.0,2025-06-04T07:49:43,277.9806641725
CoinMarketCap,LABUBU,LABUBU,0.0006272244161203671,-9.69453921,641242.23906508,0.0,2025-06-04T07:49:39,277.9817752836111
CoinMarketCap,Coinbase Wrapped DOGE,CBDOGE,0.1740884330703643,-1.75243188,26881.15834182,2373901.6030814033,2025-06-04T07:32:36,278.26594195027775
CoinMarketCap,Coinbase Wrapped XRP,CBXRP,2.1680125464970024,0.43493862,11271.83204206,6539417.64001963,2025-06-04T07:30:23,278.30288639472224
CoinMarketCap,Beckos,BECKOS,3.21980098794502e-10,-38.64380064,44880.04523141,0.0,2025-06-04T01:28:32,284.33371972805554
CoinMarketCap,BabyBuilder,BBOB,0.00042155545715861733,-5.37559219,9211.48030261,0.0,2025-06-04T01:23:57,284.41010861694446
