Exchange,Name,Symbol,Price USD,24h Change %,Volume,Market Cap,Listing Date,Age Hours
CoinMarketCap,Lumera Health,LUR,5.961427077961052,-0.26846997,0.0,0.0,2025-06-12T04:13:30,79.0553203475
CoinMarketCap,Torch of Liberty,LIBERTY,0.04304522095535671,-4.79286327,46578970.88331694,0.0,2025-06-11T16:04:42,91.20198701416666
CoinMarketCap,CryBaby,CRYBB,0.008337729900598188,10.35417072,4086717.04867222,0.0,2025-06-11T15:35:03,91.69615368083333
CoinMarketCap,Happy Trump Birthday,HTB,1.570113163683e-12,-52.24642425,2173.34372511,0.0,2025-06-11T15:06:10,92.17754256972222
CoinMarketCap,OBVIOUS COIN,OBVIOUS,0.0003614569670665034,-7.29754539,463126.18316085,0.0,2025-06-11T14:54:30,92.37198701416666
CoinMarketCap,SharpLink Gaming,SBET,0.00047581145567979774,-1.76661123,1657945.02781001,0.0,2025-06-11T14:45:22,92.52420923638888
CoinMarketCap,Tuki,TUKI,0.002976661392118416,2.90326486,221887.65992701,2976661.3921184163,2025-06-11T14:34:35,92.70393145861111
CoinMarketCap,GoAsk,ASK,0.007929044851713297,24.69664096,124931.25285292,0.0,2025-06-11T14:23:04,92.89587590305555
CoinMarketCap,BankOfVector,BANK,0.0012402515926822448,-17.280249,0.0,0.0,2025-06-11T14:14:10,93.04420923638888
CoinMarketCap,Favolo,FAV,0.000336700094948131,2.37003308,67563.98811697,0.0,2025-06-11T14:11:15,93.0928203475
CoinMarketCap,Army Eagle 250,EAGLE,0.0008361381967647271,636.64827091,10555983.35020963,0.0,2025-06-11T13:58:59,93.29726479194444
CoinMarketCap,Advanced Mortgage & Reserve,AMR,0.547925798295209,-5.78809763,3692808.5773058,0.0,2025-06-11T07:49:34,99.45420923638888
CoinMarketCap,MEET48,IDOL,0.016284574203633266,-1.77126719,48048816.74396229,14695199.76135866,2025-06-11T07:41:35,99.58726479194443
CoinMarketCap,TeUSD,TEUSD,1.0002846556471352,0.00624279,0.0,0.0,2025-06-11T07:39:38,99.61976479194443
CoinMarketCap,Queen Sherex,QSHX,0.0007534085339855753,-5.10921373,163063.80578632,0.0,2025-06-11T07:35:44,99.68476479194445
CoinMarketCap,Imagen Network,IMAGE,0.02558953027575408,-2.05440333,106576.99720876,0.0,2025-06-11T07:31:27,99.75615368083332
CoinMarketCap,LABUBU ETH,LABUBU,0.005817418956193382,-3.6852673,307147.47821554,5817418.956193382,2025-06-10T13:33:06,117.72865368083333
CoinMarketCap,Luna The Panthera,LUNA,6.739838069797558e-05,10.28967092,40524.68599631,0.0,2025-06-10T13:32:01,117.74670923638888
CoinMarketCap,EURØP,EUROP,1.1551088378965482,-0.04651868,1516.93023979,0.0,2025-06-10T10:00:03,121.27948701416666
CoinMarketCap,SALVIUM,SAL,0.10584276149937806,0.24598349,46606.99768719,0.0,2025-06-10T08:12:13,123.07670923638888
CoinMarketCap,CrappyBird,CRAPPY,0.00232000970057265,-7.02129361,210728.01561405,0.0,2025-06-10T07:49:08,123.4614314586111
CoinMarketCap,Canyont,CTYN,0.05743705075839158,0.03269503,13189.64758836,0.0,2025-06-10T07:44:37,123.53670923638889
CoinMarketCap,The America Party,TAP,0.00022757712982024905,-11.18926853,49775.963711,0.0,2025-06-10T07:41:44,123.58476479194444
CoinMarketCap,JPMorgan,JPMORGAN,9951.845439337983,2.48024883,0.0,0.0,2025-06-10T07:34:59,123.69726479194443
CoinMarketCap,Verse World,VERSE,0.16548111898563478,3.09332223,3040162.48423289,16548110.409233406,2025-06-10T01:28:21,129.80782034749998
CoinMarketCap,$PLATINUM,$PLAT,1.0792785817727e-11,10.0114855,349620.55577914,0.0,2025-06-09T16:55:00,138.36365368083332
CoinMarketCap,F,F,0.0008831351508636321,-7.45789629,459325.36183424,0.0,2025-06-09T14:11:49,141.08337590305555
CoinMarketCap,GPUnet,GPU,0.8783153249309144,2.72680449,164961.36333206,0.0,2025-06-09T13:16:46,142.00087590305554
CoinMarketCap,Skate,SKATE,0.038050302828393154,-6.87180541,23817297.31795827,5707545.424258973,2025-06-09T09:29:49,145.78337590305554
CoinMarketCap,Bulla,BULLA,0.0965084677882155,-9.01697151,114513011.97763078,0.0,2025-06-09T08:47:56,146.4814314586111
CoinMarketCap,Rollsroyce,ROLLSROYCE,6.4727884104713524,0.391799,6576.87062042,0.0,2025-06-09T08:24:24,146.8736536808333
CoinMarketCap,Patek,PATEK,6.551247629452344,0.27475998,4203.47407664,0.0,2025-06-09T08:22:12,146.9103203475
CoinMarketCap,Chanel,CHANEL,6.872721416057887,0.52408058,6967.18476139,0.0,2025-06-09T08:18:42,146.96865368083334
CoinMarketCap,Shell,SHELL,6.467602169659845,0.332676,6584.43338679,0.0,2025-06-09T08:16:08,147.0114314586111
CoinMarketCap,Life,LIFE,6.783775443594974,0.10271832,6888.44896688,0.0,2025-06-09T08:14:03,147.04615368083333
CoinMarketCap,Cartier,CARTIER,5.89000109068075,0.20287206,6393.88029243,0.0,2025-06-09T07:59:17,147.29226479194443
CoinMarketCap,Beyond Gaming,BDG,0.003156309374933869,0.98039793,7143518.39524953,0.0,2025-06-09T02:22:20,152.90809812527777
CoinMarketCap,StandX DUSD,DUSD,1.0000914272339452,0.01610485,134849.34215379,31054422.379049584,2025-06-08T02:53:21,176.39115368083333
CoinMarketCap,EGL1,EGL1,0.05061995484457726,3.97874276,104220627.02355304,0.0,2025-06-07T13:25:34,189.8542092363889
CoinMarketCap,$SILVER,$SILVER,1.43660866543e-13,-5.43805786,2116.4464003,0.0,2025-06-06T16:02:15,211.2428203475
CoinMarketCap,X Party,XPARTY,0.00014926040084354563,31.28999917,0.0,0.0,2025-06-06T16:00:00,211.2803203475
CoinMarketCap,DaWae,DAWAE,2.717330622350149e-05,-0.69293936,4373.03521745,0.0,2025-06-06T15:57:12,211.32698701416666
CoinMarketCap,Labubu,LABUBU,1.7055985749087295e-07,-94.35189298,1123275.03394048,0.0,2025-06-06T09:53:56,217.3814314586111
CoinMarketCap,COINBASE,COIN,2.4453981254159607,-93.83917821,898019.92044617,0.0,2025-06-06T09:45:24,217.52365368083332
CoinMarketCap,KILL BIG BEAUTIFUL BILL,KBBB,0.0005577921860674005,-5.31278589,2531273.94978263,557791.4436460008,2025-06-06T09:33:18,217.7253203475
CoinMarketCap,YETI,YETI,0.012280932759554254,-1.69220363,94547.84527164,0.0,2025-06-06T08:35:00,218.69698701416667
CoinMarketCap,Yabba Dabba Doo!,YBDBD,0.0006318392692091521,-30.52511572,16617759.18603767,0.0,2025-06-06T07:59:05,219.29559812527776
CoinMarketCap,Birdei,BIRDEI,0.0006402512606219798,-47.2365653,272834.98066604,0.0,2025-06-06T07:03:07,220.22837590305556
CoinMarketCap,Ribbita by Virtuals,TIBBIR,0.10652227118637848,3.68717409,1243616.31583629,106522271.18637848,2025-06-06T02:27:45,224.8178203475
CoinMarketCap,Slim Beautiful Bill,SBB,6.9007089931e-14,-13.96332729,427.02146067,0.0,2025-06-05T17:46:23,233.50726479194444
CoinMarketCap,Happy Trump Birthday,HTB,9.658887923259991e-06,23.77898085,0.0,0.0,2025-06-05T17:13:20,234.05809812527778
CoinMarketCap,BURT,BURT,0.0016716546846687486,-20.64352405,111046.0542236,0.0,2025-06-05T16:30:33,234.77115368083332
CoinMarketCap,Multi Asset Investment Vehicle,MAIV,0.0032914730752371104,3.16522752,18280.4898349,0.0,2025-06-05T11:34:35,239.7039314586111
CoinMarketCap,Crazy Frog,CRAZY,0.00011093063878971977,39.37425204,0.0,0.0,2025-06-05T08:44:49,242.53337590305554
CoinMarketCap,Super Cycle,CYCLE,3.277820511221658e-05,20.06497071,10529.60557877,0.0,2025-06-05T08:36:01,242.68004256972222
CoinMarketCap,dextoro,DTR,0.003960619724250628,15.49779954,329772.00654503,3960598.00421206,2025-06-05T08:32:37,242.7367092363889
CoinMarketCap,Bitradex Token,BTX,0.31264054197280855,0.42390636,36780421.70835347,0.0,2025-06-05T07:52:37,243.40337590305555
CoinMarketCap,Shroomy Project,SHROOMY,0.0012022431192518948,-0.04770755,26876.59257468,0.0,2025-06-05T07:27:22,243.8242092363889
CoinMarketCap,Axelrod,AXR,8.24418562116225,265.01740828,0.0,0.0,2025-06-05T07:24:00,243.8803203475
CoinMarketCap,Courage The Dog,CCDOG,0.00152666730076024,-11.49215944,766953.79874734,0.0,2025-06-05T07:22:11,243.91059812527777
CoinMarketCap,Gremly,GREMLY,7.23733340042773e-10,8.2472957,0.0,0.0,2025-06-05T07:19:54,243.94865368083333
CoinMarketCap,Hacash,HAC,0.6478966157978279,-2.6225811,9602.88159488,0.0,2025-06-05T06:31:40,244.7525425697222
CoinMarketCap,Janitor,JANITOR,0.015092705374539614,-7.67959908,116924118.72277565,0.0,2025-06-04T13:49:27,261.4561536808333
CoinMarketCap,Fly.trade,FLY,0.11320110226693937,-0.83176671,886117.76938103,1481211.4057193007,2025-06-04T09:38:12,265.6436536808333
CoinMarketCap,Solana Jackpot,JACKPOT,1.0366634292869439e-05,-0.36239994,0.0,0.0,2025-06-04T08:53:55,266.3817092363889
CoinMarketCap,Zen AI,ZENAI,0.0010351745340248554,-6.46739595,410866.14482753,0.0,2025-06-04T08:53:12,266.3936536808333
CoinMarketCap,[WARNING ⚠️ - Suspected honey pot] Der Daku,DAKU,1.0362797496973483e-06,0.0,0.0,0.0,2025-06-04T08:51:31,266.4217092363889
CoinMarketCap,Resolv,RESOLV,0.2517039473651488,-5.10965018,85891236.28762823,39202889.80212192,2025-06-04T08:26:04,266.84587590305557
CoinMarketCap,NodeAI,NAIT,0.1766976450801301,-0.54035646,90815.25021647,0.0,2025-06-04T08:03:21,267.22448701416664
CoinMarketCap,Block,BLOCK,0.9461224440542776,-0.32972228,2308397.04251934,0.0,2025-06-04T07:59:19,267.2917092363889
CoinMarketCap,Kori The Pom,KORI,0.0026773975356021314,-4.43617275,682493.45889177,0.0,2025-06-04T07:56:19,267.3417092363889
CoinMarketCap,Global Entertainment Token,GET,0.012401707764813044,-4.35757984,163824.80158548,0.0,2025-06-04T07:53:56,267.38143145861113
CoinMarketCap,R0AR,1R0R,0.02456199162815378,-0.25872923,0.0,0.0,2025-06-04T07:49:43,267.45170923638887
CoinMarketCap,LABUBU,LABUBU,0.0007689584514241402,11.62828559,543480.12385509,0.0,2025-06-04T07:49:39,267.4528203475
CoinMarketCap,Coinbase Wrapped DOGE,CBDOGE,0.17521990991455216,-1.75321203,15966.4047508,2389330.627554163,2025-06-04T07:32:36,267.7369870141667
CoinMarketCap,Coinbase Wrapped XRP,CBXRP,2.15113597837746,-1.2888445,10209.3602771,6488512.525359548,2025-06-04T07:30:23,267.7739314586111
CoinMarketCap,Beckos,BECKOS,4.51610078910707e-10,138.7832858,136183.37106641,0.0,2025-06-04T01:28:32,273.8047647919444
CoinMarketCap,BabyBuilder,BBOB,0.0004367974525871074,-3.73448514,23182.59850657,0.0,2025-06-04T01:23:57,273.88115368083334
CoinMarketCap,MLG DOGE,MLG,1.9731055901810433e-08,-2.45189377,0.0,0.0,2025-06-03T21:10:35,278.1039314586111
